Name,Active?,Cohort,Created,Date,Description,Integrations,Prize,Submission Type,Tags
RWAMarket Hook,,UHI8,"March 19, 2026 12:02 PM",," A Uniswap V4 hook that creates the first compliant, KYC-gated liquidity pool for tokenized real-world assets such as treasury bills, bonds, and real estate tokens. Before every swap, the hook verifies the trader's wallet against an on-chain KYC registry. Non-verified wallets are blocked at the hook level, making the pool regulatory-compliant without any off-chain gatekeeping. The pricing curve is custom-tuned for low-volatility RWA assets — ultra-tight spreads during normal conditions with fees that widen dynamically during abnormal price moves. Large compliance-relevant trades are logged on-chain, providing a native audit trail for institutional and regulatory requirements.",,,Hook Incubator (UHI),"Compliance, KYC, Liquidity Mining, RWA, Specialized Markets"
Teleport-Hook,,UHI8,"March 19, 2026 1:45 PM",,"TeleportHook is a Uniswap v4 hook that detects pool volatility in real time using an EWMA model and Chainlink oracle deviation, then autonomously triggers cross-chain liquidity rebalancing via Reactive Network, no keeper bots or off-chain scripts required.",Reactive Network,,Hook Incubator (UHI),"Cross-Chain, LP Liquidity, Yield Farming"
Either Box ,,UHI8,"March 19, 2026 2:18 PM",,"Either Box is a Uniswap v4 hook that acts as a Yield Routing Primitive (YRP) to transform passive Liquidity Provider (LP) fees into a programmable, directional yield stream",Unichain,,Hook Incubator (UHI),"Custom hooks, LP Fees, LP Liquidity, Liquidity Mining, Pool Native Incentivization, Trading Rewards, Trading Volume Rewards, Unichain, Yield Farming"
PegProtocol,,UHI8,"March 19, 2026 2:33 PM",,"Peg Protocol is a Uniswap V4 hook that autonomously maintains stablecoin pegs through dynamic peg-distance fees, arbitrage rewards, emergency liquidity deployment, and cross-chain depeg detection powered by Reactive Network. It replaces static AMM fees with a 6-tier fee schedule that drops 30x during normal conditions and discounts 50% for peg-restoring trades.","Reactive Network, Unichain",,Hook Incubator (UHI),"Dynamic Fee, LP Liquidity, Oracle, Stablecoins, Unichain"
PegSentinel,,UHI8,"March 19, 2026 2:39 PM",,PegSentinel is a Uniswap v4 hook and vault system that actively defends stablecoin pegs by charging dynamic directional fees on destabilising swaps and deploying treasury-accumulated fees as a single-sided liquidity buffer when depeg stress is detected.,,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, Stablecoins"
Stable-Focused Hook Suite,,UHI8,"March 19, 2026 4:01 PM",,"Stable-Focused Hook Suite is a Uniswap v4 hook system for stablecoin pools that deterministically detects peg stress and enforces regime-based fees and guardrails. It also rewards sticky liquidity with O(1) incentive accounting, without keepers or offchain oracles for correctness.","Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM Stablecoin Pool, Depeg Protection, Dynamic Stablecoin Manager, O(1) Reward Accounting, Peg Guardrails, Regime-Based Fees, Specialized Markets, Sticky Liquidity Incentives"
Vaultex,,UHI8,"March 19, 2026 4:13 PM",,"Vaultex is an institutional RWA liquidity engine built as a Uniswap V4 Hook that combines tiered dynamic fees, on-chain compliance enforcement, settlement windows, and autonomous cross-chain circuit breakers powered by Reactive Network to bring institutional-grade trading infrastructure to tokenized real-world assets.","Reactive Network, Unichain",,Hook Incubator (UHI),"Illiquid Assets, LP Liquidity, Oracle, Private Debt, RWA, Unichain"
LeanSwap,,UHI8,"March 19, 2026 4:21 PM",,"LeanSwap is a decentralized optimization layer for Uniswap v4 that eliminates slippage by matching users directly through Coincidence of Wants (CoW), bypassing the AMM to deliver pure, peer-to-peer efficiency","Reactive Network, Unichain",,Hook Incubator (UHI),"CoW, NoOp, Unichain"
Depeg Gaurdian,,UHI8,"March 19, 2026 4:54 PM",," A Uniswap v4 hook that protects stablecoin pools from depegging events through dynamic fee adjustment, automated LP rebalancing, and circuit-breaker mechanics.",,,Hook Incubator (UHI),"Custom hooks, LP Fees, LP Liquidity"
DopeSpreader,,UHI8,"March 19, 2026 4:59 PM",,DopeSpreader is institutional spread trading: ONCHAIN,,,Hook Incubator (UHI),"Custom hooks, Options/Futures, Price Discovery"
DepegShield,,UHI8,"March 19, 2026 5:01 PM",,"Risk-responsive fees for stablecoin pools, across every chain","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, LP Fees, Unichain"
The Citadel Hook,,UHI8,"March 19, 2026 5:09 PM",,"The Citadel is a hub-and-spoke security layer designed to bring institutional RWA compliance to decentralized finance. Built natively as a Uniswap v4 Hook, it enforces strict legal and identity requirements before any swap or liquidity addition can execute.",,,Hook Incubator (UHI),"Compliance, DEX, ERC-3643, Governance, KYC, RWA"
LongETH,,UHI8,"March 19, 2026 5:20 PM",,LongETH is a Uniswap v4 hook vault for USDC/USDT0 on Unichain that routes idle stable liquidity into yield sources and converts protocol fee revenue into protocol-owned ETH. ETH principal stays in the system while all ETH yield is distributed back to LPs pro rata.,Unichain,,Hook Incubator (UHI),"Stablecoins, Unichain"
StableGate,,UHI8,"March 19, 2026 5:21 PM",,"StableGate is a KYC-gated institutional stablecoin swap protocol built on Uniswap v4, where compliance credentials minted on Base automatically unlock permissioned trading on Unichain — the entire onboarding, tier assignment, and revocation lifecycle orchestrated cross-chain by Reactive Network with zero manual intervention.","Reactive Network, Unichain",,Hook Incubator (UHI),"Compliance, Constant Sum Market Maker (CSMM), Dynamic Fee, KYC, LP Fees, Regulation, Stablecoins, Unichain"
Mantua.AI Stable Protection Hook,,UHI8,"March 19, 2026 5:22 PM",,"A Uniswap v4 hook that protects stablecoin liquidity providers from depeg events through real-time peg monitoring, graduated dynamic fees, and an automatic circuit breaker.",Unichain,,Hook Incubator (UHI),"Custom hooks, DEX, Dynamic Fee, LP Fees, LP Liquidity, RWA, Stablecoins, Trading Volume Rewards, Unichain"
Mimosa,,UHI8,"March 19, 2026 5:33 PM",,"Uniswap v4 hook for reactive limit-style execution. Users deposit funds into the hook, register a price policy, and Reactive Network delivers a callback when pool activity crosses the configured threshold.",Reactive Network,,Hook Incubator (UHI),"Cross-Chain, DEX, Order Type"
Blocksride,,UHI8,"March 19, 2026 5:39 PM",,"BlocksRide is a fully on-chain parimutuel prediction market built as a Uniswap V4 hook on Base. Users bet on where ETH/USDC will close within 60-second windows, with trustless settlement and USDC custody held entirely by the V4 PoolManager. ",,,Hook Incubator (UHI),"Custom hooks, Oracle, Prediction Market, Stablecoins, Trading Volume Rewards"
Arc Hook,,UHI8,"March 19, 2026 6:11 PM",,"Private, compliance-ready whitelisting for Uniswap v4 pools using multilinear KZG commitments, unichain and the Reactive Network.","Reactive Network, Unichain",,Hook Incubator (UHI),"DEX, Governance, Security, Unichain, zk-SNARK"
Voltaic Hook ,,UHI8,"March 19, 2026 6:27 PM",,"A hook that dynamically adjusts swap fees in real time based on recent pool volatility—automatically raising fees during sharp price swings to protect liquidity providers from impermanent loss and lowering them in calm, stable markets to attract more traders and increase trading volume","Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM, Cross-Chain, Dynamic Fee, Dynamic Tick Adjustment, Unichain, zk-SNARK"
MEVengers,,UHI8,"March 19, 2026 6:50 PM",,"MEVengers is an autonomous, community-driven MEV protection system for Uniswap V4. It leverages Reactive Network sentinels and ERC-8004 smart agent reputation to automatically detect, lock, and auction off predatory MEV opportunities, redistributing value to LPs and victims.","Reactive Network, Unichain",,Hook Incubator (UHI),"Auctions, CFMM, ERC-8004 (Agent reputation registry), LVR, MEV, Unichain"
 Reactive TWAMM for Specialized Markets,,UHI8,"March 19, 2026 7:04 PM",,"Reactive TWAMM is a Uniswap v4 hook that executes large orders over time on Unichain to reduce slippage in illiquid/specialized markets. It integrates Reactive Network to automate chunk execution with secure callback gating (callback proxy + authorized RVM ID), enabling decentralized execution flow without centralized keepers.","Reactive Network, Unichain",,Hook Incubator (UHI),"Custom hooks, DEX, Illiquid Assets, Order Type, RWA, Unichain"
MaybeSwap,,UHI8,"March 19, 2026 7:13 PM",,"A DEX that allows users to maybify their swaps. By maybifying their swaps, user's input tokens are converted to MAYBE token and get burnt to register a maybify. If user loses the maybify, they will not receive their swap output tokens. But if they win, they will get more of the swap output tokens than if they have not maybified their swap. This happens because winning a maybify triggers a mint of MAYBE tokens that are more than the burnt amount and these MAYBE tokens are swapped to user's desired output token.",,General Prize,Hook Incubator (UHI),"Custom Routers, Custom hooks, DEX, Gamefi"
Grinta,,UHI8,"March 19, 2026 8:00 PM",,Agentic CDP,Unichain,,Hook Incubator (UHI),"Custom hooks, Stablecoins"
RITE Hook,,UHI8,"March 19, 2026 8:38 PM",,"RITE Hook is a Uniswap v4 hook stack for deterministic intent execution and real-time protection. It combines hook telemetry, Reactive callbacks, and authenticated executors to execute intents safely and mitigate MEV/manipulation risk with dynamic fee, throttling, and pause controls.","Reactive Network, Unichain",,Hook Incubator (UHI),"Chain-Localized Routing, Dynamic Fee Hook, Intent Automation, LP Protection, Large-Cap Execution Safety, MEV Protection, Reactive Callbacks, Risk Scoring, Uniswap v4 Hooks"
RWAComplyHook: Compliance Layer for Specialized RWA Markets on Uniswap v4,,UHI8,"March 19, 2026 8:49 PM",,"RWAComplyHook is a Uniswap v4 hook that adds compliance controls for specialized RWA markets. It enforces tier-based access, volatility-aware dynamic fees, and admin safeguards while keeping execution on-chain and transparent.",,,Hook Incubator (UHI),"Compliance, Dynamic Fee, KYC, Oracle, RWA, Regulation"
ParaDex,,UHI8,"March 19, 2026 8:58 PM",,"A perpetual futures market implemented inside a Uniswap v4 hook: traders act through the v4 unlock-callback path, and per-pool OI skew drives on-chain fee overrides and exposure limits. Funding settlement and liquidations are automated by Reactive Network reactors subscribed to Unichain events.","Reactive Network, Unichain","Unichain Prize, Uniswap Prize",Hook Incubator (UHI),"Options/Futures, Price Discovery, Unichain"
LST-Optimized Hook ,,UHI8,"March 19, 2026 8:59 PM",,"LST-Optimized Hook Suite is a Uniswap v4 hook system for rebasing LST pools that detects index changes on-chain, normalizes accounting, and enforces deterministic cooldown guardrails around rebase windows. It also records O(1) yield deltas/distribution splits without keepers or off-chain automation.",Unichain,,Hook Incubator (UHI),"Deterministic Execution, Dynamic Guardrails, LST, MEV Mitigation, Rebasing-Aware Accounting, Specialized Markets, Uniswap v4 Hooks, Yield Distribution"
KineticYield,,UHI8,"March 19, 2026 9:02 PM",,"This is an autonomous multi-chain liquidity management engine that eliminates ""lazy capital."" By using the Reactive Network as a cross-chain brain, it monitors the entire DeFi ecosystem and proactively shifts Uniswap v4 liquidity to the highest-yielding opportunities without requiring any manual intervention from the provider.",Reactive Network,,Hook Incubator (UHI),"LP Fees, LP Liquidity, MEV, Unichain"
AutomataHook,,UHI8,"March 19, 2026 9:11 PM",,"What if your Uniswap v4 liquidity pool could think for itself and react to global blockspace events before toxic arbitrageurs do? AutomataHook is the first ""cognitive"" AMM hook—powered by Reactive Network and Unichain—that autonomously adjusts fees and protects LPs from volatility without relying on a single centralized off-chain keeper.","Reactive Network, Unichain",,Hook Incubator (UHI),"Custom hooks, Dynamic Tick Adjustment, LP Fees, MEV, Unichain"
Large-Cap Execution Hook,,UHI8,"March 19, 2026 9:14 PM",,"Large-Cap Execution Hook is a Uniswap v4 hook + vault/executor system that splits whale-sized swaps into deterministic micro-slices (block-based and time-sliced modes) to reduce price impact and MEV exposure. It enforces cadence, slippage, and impact constraints on-chain and emits verifiable execution telemetry for each slice.","Reactive Network, Unichain",,Hook Incubator (UHI),"Block-Based Execution, Large-Cap Execution, MEV-aware Execution, Reactive Automation, Segmented Order Flow, Specialized Markets, Time-Sliced Execution, Unichain, Uniswap v4 Hook"
PATHFINDER,,UHI8,"March 19, 2026 9:15 PM",,"Pathfinder is a Uniswap v4 hook that identifies the optimal liquidity venue across Unichain, Base, and Optimism in real time — routing every swap to the best available price from a single transaction on Unichain.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Custom Routers, Custom hooks, Price Discovery, Unichain"
MysticPool,,UHI8,"March 19, 2026 9:18 PM",,"MysticPool is an AI-powered Uniswap v4 hook platform that dynamically adjusts swap fees based on real-time market volatility and cross-chain signals. It combines a React dashboard, an Express backend, and NVIDIA Qwen-powered analytics to help liquidity providers optimize returns while managing risk.",Reactive Network,,Hook Incubator (UHI),Dynamic Fee
Stablecoin Peg Guardian Hook,,UHI8,"March 19, 2026 9:24 PM",,"A Uniswap v4 hook that protects stablecoin pools (USDC, USDT, DAI, etc.) through dynamic fees, auto-rebalancing, segmented order flow, and Reactive Network cross-chain peg protection.",Reactive Network,,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, Oracle, Stablecoins"
Non-Fungible LP Positions Hook,,UHI8,"March 19, 2026 9:24 PM",,"A Uniswap v4 hook + vault system that fractionalizes concentrated LP positions into ERC20 shares. It enables smaller users to access concentrated liquidity strategies with deterministic on-chain accounting for deposits, fee accrual, and redemptions.",Unichain,,Hook Incubator (UHI),"Concentrated Liquidity, Fractional LP Ownership, Non-Fungible LP Positions, Unichain, Uniswap v4 Hook, Vault Accounting"
Velo Hooks,,UHI8,"March 19, 2026 9:31 PM",,"VeloHooks is a dynamic Uniswap v4 loyalty engine that automates point-based rewards and tiered multipliers for traders and liquidity providers directly through pool hooks. Integrated with the Reactive Network, it enables cross-chain reward triggers, allowing external ecosystem milestones to dynamically boost on-chain incentives in real-time.","Reactive Network, Unichain",,Hook Incubator (UHI),"Governance, LP Fees, Trading Rewards, Trading Volume Rewards, Unichain"
UniLeverage,,UHI8,"March 19, 2026 9:40 PM",,"UniLeverage is a decentralized risk-management engine for Unichain that allows LPs to safely borrow against their positions. It uses the Reactive Network's autonomous callbacks to dynamically adjust leverage and LP ranges, preventing liquidations before they happen and maximizing capital efficiency through ""Self-Healing"" liquidity positions.","Reactive Network, Unichain",,Hook Incubator (UHI),"CCIP, Cross-Chain, LP Fees, LVR, MEV, Stablecoins, Unichain"
dynamic stable coin manager hook,,UHI8,"March 19, 2026 9:51 PM",,"Dynamic Stablecoin Manager Hook is a Uniswap v4 hook for stable pools that deterministically selects NORMAL, SOFT_DEPEG, or HARD_DEPEG on every swap. It applies regime-based fee overrides and swap guardrails (max swap, impact caps, cooldown) fully on-chain without keepers.","Reactive Network, Unichain",,Hook Incubator (UHI),"Adaptive Fees, CFMM Stablecoin Pool, Deterministic Risk Controls, Dynamic Stablecoin Manager, MEV-aware Execution, On-Chain Guardrails, Peg Defense, Uniswap v4 Hook"
PegSentinel,,UHI8,"March 19, 2026 9:55 PM",,"PegSentinel is a Uniswap v4 hook that automatically protects LPs in stablecoin pools during depeg events using asymmetric dynamic fees driven by cross-chain confidence signals from Reactive Network, with yield-bearing Unichain ERC-4626 vault shares for composable LP positions.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain Monitoring, Custom hooks, Depeg Defense, Dynamic Fee, ERC-4626 Vault, LP Protection, Stablecoins, Unichain"
Aegis,,UHI8,"March 19, 2026 9:57 PM",,"Aegis is a Uniswap v4 Hook that provides on-chain slippage insurance for traders. Users select a coverage tier at swap time, pay a small dynamic premium, and automatically receive compensation if their execution price deviates beyond the threshold, with the Reactive Network adjusting premiums cross-chain in real time during volatile periods.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, Custom hooks, DEX, Dynamic Fee, LP Fees"
VFA Hook,,UHI8,"March 19, 2026 9:58 PM",,"VFA Hook is a Uniswap v4 volatility futures primitive that lets users trade long/short volatility exposure instead of price direction. It captures onchain telemetry (tick movement, variance, volume) and settles epoch payouts deterministically through reactive callbacks.","Reactive Network, Unichain",Reactive Network Prize,Hook Incubator (UHI),"Epoch Settlement, Non-Directional Trading, Non-Fungible LP Positions, Onchain Risk Engine, Reactive Automation, Specialized Markets, Uniswap v4 Hook, Volatility Derivatives"
NovaPool,,UHI8,"March 19, 2026 10:11 PM",,"NovaPool is a Uniswap v4 hook that protects emerging token pools with graduated fees and anti-manipulation guards. Fees start high to shield early liquidity providers, then automatically decrease as the pool matures through on-chain volume, trader count, and age milestones.",Unichain,,Hook Incubator (UHI),"Custom hooks, Dynamic Fee, ICO, LP Fees, LP Liquidity, Security, Stablecoins, Tokenized Stocks, Unichain"
PEGKEEPER,,UHI8,"March 19, 2026 10:17 PM",,PegKeeper is a Uniswap v4 hook that protects stablecoin LPs from depeg events by monitoring prices across multiple chains via Reactive Network and automatically escalating swap fees and pausing deposits before losses occur.,"Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM, Cross-Chain, Dynamic Fee, LP Fees, Price Discovery, Security, Unichain"
NFT- Strategy Hook,,UHI8,"March 19, 2026 10:17 PM",,"A Uniswap v4 hook + vault system that deterministically routes a configured share of swap-captured revenue into NFT accumulation. Users mint ERC20 strategy shares, swaps generate revenue, and anyone can permissionlessly trigger threshold-based NFT acquisition onchain.",Unichain,,Hook Incubator (UHI),"Deterministic Fee Routing, NFT Accumulation Vault, Non-Fungible LP Positions, Onchain Treasury Accounting, Specialized Markets, Strategy Share Token, Uniswap v4 Hook"
LongTailHook,,UHI8,"March 19, 2026 10:38 PM",,"LongTailHook is a Uniswap v4‑style hook system designed specifically for **illiquid, long‑tail, and specialized asset markets** (memecoins, new project tokens, niche DeFi, RWAs, etc.).",,,Hook Incubator (UHI),"DEX, Meme, RWA, Specialized Market"
ChainLocalRouter,,UHI8,"March 19, 2026 10:49 PM",,"A Uniswap v4 hook (`IHooks`) that adapts swap behavior to the chain where the pool is executing, using `block.chainid` (and `block.basefee` for fee policy). In addition to enforcing chain-specific swap policy, it emits a `RoutingSuggestion` event so off-chain aggregators can route each trade to the most appropriate chain/mode for its size.",,,Hook Incubator (UHI),Specialized Market
Aegis,,UHI8,"March 19, 2026 11:09 PM",,"Aegis Prime is a Tactical Command Center that transforms passive liquidity provision into an active counter-strike mechanism. It uses a custom Uniswap v4 Hook and Reactive Network sentinels to detect and capture malicious arbitrage MEV during L1 price crashes, directly protecting LPs from LVR","Reactive Network, Unichain",,Hook Incubator (UHI),"CFMM, LVR, MEV"
PVP Trading Arena ,,UHI8,"March 19, 2026 11:22 PM",,"PvP Arena (""The Digital Ambush"") is the first decentralized battlefield designed for intent-based matching, giving passive liquidity providers an active counter-strike mechanism via a custom Uniswap v4 Hook on Unichain. It mathematically guarantees zero-slippage for matched P2P trades by short-circuiting the standard AMM curve.","Reactive Network, Unichain",,Hook Incubator (UHI),"CoW, Cross-Chain, MEV, Other"
reCEPTION-hook,,UHI8,"March 20, 2026 12:15 AM",,"reCEPTION is a security-first Uniswap v4 Hook that embeds protection directly inside the swap execution path, transforming DEX infrastructure from passive liquidity into actively defended systems.","Reactive Network, Unichain",,Hook Incubator (UHI),AI analysis
Orbitwork,,UHI8,"March 20, 2026 12:30 AM",,"Orbitwork is a trustless escrow protocol that utilizes Uniswap v4 hooks to generate yield on escrowed funds during the contract period. It ensures freelancers receive ""yield bonuses"" while providing clients with a secure, milestone-based payment system.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, DEX, LP Fees, Unichain, Yield Farming"
Bayex,,UHI8,"March 20, 2026 12:51 AM",,Bayex is a hook that allows trading of Conditional tokens(Prediction Markets outcome tokens),,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, LVR"
Liquidity Lock And Token Lauch Hook,,UHI8,"March 20, 2026 12:58 AM",,"A Uniswap v4 hook + launch manager + vault that locks launch liquidity and only unlocks it when deterministic on-chain conditions are met (time, cumulative volume, and optional stability band). It enforces anti-snipe limits during swap execution and supports permissionless unlock progression without keepers.","Reactive Network, Unichain",,Hook Incubator (UHI),"Anti-Snipe, Deterministic Policy Engine, Launch Protection, Liquidity Locking, Permissionless Progression, Specialized Markets, Uniswap v4 Hook, Volume-Gated Unlocks"
ThetaSwap,,UHI8,"March 20, 2026 1:07 AM",,"ThetaSwap builds the first on-chain adverse competition oracle: the Fee Concentration Index (FCI) Hook tracks fee share distribution across protocols (Uniswap V3 via Reactive Network, V4 natively) and derives an index that prices the insurance-relevant deviation from the competitive equilibrium baseline.",Reactive Network,,Hook Incubator (UHI),"Custom hooks, LP Liquidity, Trading Rewards"
Chain Localized Routing Hook,,UHI8,"March 20, 2026 1:08 AM",,"A Uniswap v4 hook that enforces deterministic chain-localized routing policies at swap execution time. Pools can apply chain-specific limits, cooldowns, gas ceilings, and allowlist/denylist rules directly in beforeSwap, with reason-coded onchain outcomes.","Reactive Network, Unichain",,Hook Incubator (UHI),"Chain-Localized Routing, Deterministic Execution Guards, Dynamic Fee Controls, L2 Execution Constraints, Policy Engine, Router Allowlist/Denylist, Specialized Markets, Uniswap v4 Hooks"
Reactive Keeperless TWAMM,,UHI8,"March 20, 2026 1:22 AM",,"Reactive Keeperless TWAMM is a Uniswap v4 hook-powered execution engine that slices large orders over time without keepers. It uses Reactive Network subscriptions and authenticated callbacks to trigger deterministic, onchain TWAMM execution on Unichain Sepolia.","Reactive Network, Unichain",,Hook Incubator (UHI),"Chain-Localized Routing, Event-Driven Execution, Keeperless Automation, Large-Cap Execution, MEV Mitigation, Onchain Scheduling, Reactive Callbacks, Specialized Markets, TWAMM, Uniswap v4 Hooks"
SuperHook,,UHI8,"March 20, 2026 1:35 AM",,One hook to rule them all. Uniswap V4 hook aggregator.,Unichain,,Hook Incubator (UHI),"Custom hooks, Unichain"
Tokenized Strategies on UniV4 Hook,,UHI8,"March 20, 2026 1:38 AM",,"Tokenized Strategies on UniV4 Hook is a Uniswap v4 hook + vault system that packages LP yield into transferable ERC20 strategy shares (yToken). It enforces deterministic swap-policy and accounting so users can mint/redeem, trade on a secondary market, and use shares as collateral with verifiable onchain proof.","Reactive Network, Unichain",,Hook Incubator (UHI),"DeFi Collateral, Dynamic Swap Guards, Hook Policy Engine, Secondary Liquidity, Specialized Markets, Tokenized LP Strategies, Yield-Bearing Shares"
DobDex,,UHI8,"March 20, 2026 1:39 AM",," A Liquid Real World Asset DEX where anyone can provide instant exit liquidity, allowing investors to sell their shares of an asset at any time. All assets are regulated at the moment of registration through a decentralized validation procedure.","Reactive Network, Unichain",Unichain Prize,Hook Incubator (UHI),"LP Fees, Machine Learning, Oracle, RWA, Unichain"
IntentPool,,UHI8,"March 20, 2026 1:57 AM",,"A native intent settlement layer inside Uniswap v4 that batches trader intents, matches them P2P (Coincidence of Wants), and distributes surplus 50/30/20 between traders, LPs (via donate()), and protocol — with dynamic fees that adapt to matching efficiency and Reactive Network automation. Deployed on Unichain Sepolia with 85 passing tests and a guided demo frontend.","Reactive Network, Unichain",,Hook Incubator (UHI),"CoW, LP Fees, Trading Rewards"
Bundl,,UHI8,"March 20, 2026 2:06 AM",,Bundl is a permissionless on-chain index protocol built on Uniswap v4,,Uniswap Prize,Hook Incubator (UHI),"Custom Routers, Custom hooks, NoOp"
Revert Hook,,UHI8,"March 20, 2026 2:25 AM",,"Revert Hook and Revert Lend turn Uniswap v4 LP positions into capital-efficient, automatically managed collateral. By combining a lending vault, oracle, transformers, and a Uniswap v4 hook, LP NFTs can borrow against their value and manage leverage, range, exit, collect, and lend behavior directly on-chain.",Unichain,,Hook Incubator (UHI),"Custom hooks, DEX, Dynamic Tick Adjustment, LP Fees, Unichain"
Paradox Fi,,UHI8,"March 20, 2026 2:26 AM",,"This protocol is a fixed-income layer for Uniswap v4 LPs. It lets liquidity providers split their future AMM fees into fixed-rate yield and floating yield, turning volatile LP income into predictable financial instruments. LP positions become yield-bearing assets that can be locked, traded, and structured like bonds.",Unichain,Uniswap Prize,Hook Incubator (UHI),"Custom hooks, LP Fees, Unichain, Yield Farming"
GammaHedge,,UHI8,"March 20, 2026 2:31 AM",,"An autonomous risk-management sentinel for Uniswap V4 that programmatically eliminates impermanent loss through real-time delta hedging. It leverages Reactive Smart Contracts for decentralized execution and Filecoin for verifiable auditing, turning passive liquidity into an institutional-grade, market-neutral yield strategy.","Reactive Network, Unichain",,Hook Incubator (UHI),"LP Fees, LP Liquidity, LVR, Options/Futures, Unichain, Yield Farming"
FlowAid : Programmable Swap Donations for Menstrual Health,,UHI8,"March 20, 2026 2:38 AM",,FlowAidHooks is a Uniswap v4 hook that transforms decentralized trading activity into a continuous funding stream for menstrual health in underserved schools.  It transforms DeFi activity into a scalable public goods engine where liquidity flows directly power real-world impact.,Unichain,,Hook Incubator (UHI),"DEX, Donation, Fee Routing Hook, Impact Finance (ReFi), LP Fees, Programmable Fees, Public Goods Funding, RWA, Social Impact AMM, Transparent Treasury, Unichain"
ChainSniper,,UHI8,"March 20, 2026 3:02 AM",,"An automated, intent-based limit order system for Uniswap V4 that uses the Reactive Network to monitor L1 Chainlink price feeds and autonomously trigger swaps on Unichain.","Reactive Network, Unichain",,Hook Incubator (UHI),"Custom hooks, Oracle, Price Discovery, Reputation, Stablecoins, Unichain"
Tidehook,,UHI8,"March 20, 2026 3:07 AM",,TideHook is a Uniswap v4 dual-market router that automatically segments retail and whale trades. It shields LPs from toxic order flow by routing large swaps into automated Dutch Auctions while maintaining instant AMM execution for retail users.,"Reactive Network, Unichain",,Hook Incubator (UHI),"Custom Routers, Custom hooks, DEX, LP Liquidity, MEV, Unichain"
DeLi Protocol,,UHI8,"March 20, 2026 3:15 AM",,"Decentralized patent licensing infrastructure that transforms intellectual property into a programmable, liquid asset class using tokenized rights and Uniswap V4 markets. It enables transparent pricing, permissionless access to licenses, and verifiable on-chain usage while maintaining real-world legal enforceability.",,,Hook Incubator (UHI),"AMM Pricing, Compliance, DEX, Dynamic Pricing, Governance, KYC, LP Liquidity, Licensing Markets, Liquidity Mining, Machine Learning, Oracle, Permit2, RWA, Real World Assets, Reputation, Security, Smart Contract Infrastructure, Specialized Markets, Stablecoins, Tokenized IP, Tokenized Stocks, Uniswap v4 Hooks, Yield Farming"
reCEPTION-guard,,UHI8,"March 20, 2026 4:59 AM",,"AI Hook Guard is a hybrid security system for Solidity hooks that detects vulnerabilities, scores risk, and suggests fixes before deployment to help developers build safer smart contracts.",,,Hook Incubator (UHI),AI analysis
StablePeg Optimizer,,UHI8,"March 20, 2026 5:21 AM",,"StablePeg Optimizer is a **Uniswap v4 hook** that transforms stablecoin pools into **self-managing, yield-generating systems** that automatically adapt to peg conditions.",,,Hook Incubator (UHI),"Inter-Connected Pools, Optimizer, Specialize Market, Stablecoins, Yield Farming"
AegisHook ( Hook Safety as a Service Cross-chain ),,UHI8,"March 20, 2026 5:26 AM",,"AegisHook is a Uniswap v4 security hook that monitors live pool behavior, detects suspicious swap patterns, and can automatically pause an      at-risk pool through Reactive callbacks. It turns DeFi security from passive alerting into real-time on-chain protection.","Reactive Network, Unichain",,Hook Incubator (UHI),"Cross-Chain, NoOp, Security, Unichain"
StableStream,,UHI8,"March 20, 2026 5:34 AM",,"StableStream is a Dynamic Stablecoin Manager built as a Uniswap v4 hook that autonomously routes idle USDC from out-of-range concentrated liquidity positions to the highest-yielding protocol (Aave, Compound) via Reactive Network, and recalls capital just-in-time when swaps need liquidity back — turning dead LP downtime into continuous yield with zero manual intervention.","Reactive Network, Unichain",Unichain Prize,Hook Incubator (UHI),"Cross-Chain, Custom hooks, DEX, LP Fees, Stablecoins, Trading Volume Rewards, Unichain, Yield Farming"
ChainGuard: Cross-Chain Compliance Shield Hook,,UHI8,"March 20, 2026 5:38 AM",,"ChainGuard is a Uniswap v4 hook that enforces autonomous cross-chain compliance via a 4-tier risk system. When a sanctioned address on Ethereum sends funds to a fresh wallet, that wallet is automatically flagged on Unichain before its next swap—with no off-chain infrastructure or centralized relayers.","Reactive Network, Unichain",,Hook Incubator (UHI),"Compliance, Cross-Chain, Dynamic Fee, MEV, Stablecoins, Unichain"
Aqua0,,UHI8,"March 20, 2026 5:43 AM",,Aqua0 lets DeFi liquidity providers deposit once and earn from multiple pools simultaneously.,Unichain,,Hook Incubator (UHI),"Cross-Chain, DEX, LP Fees, LP Liquidity"
